code,country,indicator,year,value
AUS,Australia,tfr,1960,3.453
AUS,Australia,tfr,1961,3.54
AUS,Australia,tfr,1962,3.442
AUS,Australia,tfr,1963,3.332
AUS,Australia,tfr,1964,3.146
AUS,Australia,tfr,1965,2.977
AUS,Australia,tfr,1966,2.881
AUS,Australia,tfr,1967,2.848
AUS,Australia,tfr,1968,2.888
AUS,Australia,tfr,1969,2.886
AUS,Australia,tfr,1970,2.859
AUS,Australia,tfr,1971,2.961
AUS,Australia,tfr,1972,2.744
AUS,Australia,tfr,1973,2.491
AUS,Australia,tfr,1974,2.397
AUS,Australia,tfr,1975,2.148
AUS,Australia,tfr,1976,2.06
AUS,Australia,tfr,1977,2.007
AUS,Australia,tfr,1978,1.949
AUS,Australia,tfr,1979,1.907
AUS,Australia,tfr,1980,1.891
AUS,Australia,tfr,1981,1.935
AUS,Australia,tfr,1982,1.929
AUS,Australia,tfr,1983,1.924
AUS,Australia,tfr,1984,1.84
AUS,Australia,tfr,1985,1.923
AUS,Australia,tfr,1986,1.868
AUS,Australia,tfr,1987,1.845
AUS,Australia,tfr,1988,1.831
AUS,Australia,tfr,1989,1.838
AUS,Australia,tfr,1990,1.902
AUS,Australia,tfr,1991,1.849
AUS,Australia,tfr,1992,1.888
AUS,Australia,tfr,1993,1.859
AUS,Australia,tfr,1994,1.842
AUS,Australia,tfr,1995,1.822
AUS,Australia,tfr,1996,1.796
AUS,Australia,tfr,1997,1.778
AUS,Australia,tfr,1998,1.762
AUS,Australia,tfr,1999,1.755
AUS,Australia,tfr,2000,1.756
AUS,Australia,tfr,2001,1.739
AUS,Australia,tfr,2002,1.756
AUS,Australia,tfr,2003,1.748
AUS,Australia,tfr,2004,1.768
AUS,Australia,tfr,2005,1.807
AUS,Australia,tfr,2006,1.908
AUS,Australia,tfr,2007,1.959
AUS,Australia,tfr,2008,1.984
AUS,Australia,tfr,2009,1.971
AUS,Australia,tfr,2010,1.928
AUS,Australia,tfr,2011,1.926
AUS,Australia,tfr,2012,1.92
AUS,Australia,tfr,2013,1.855
AUS,Australia,tfr,2014,1.826
AUS,Australia,tfr,2015,1.814
AUS,Australia,tfr,2016,1.752
AUS,Australia,tfr,2017,1.741
AUS,Australia,tfr,2018,1.74
AUS,Australia,tfr,2019,1.657
AUS,Australia,tfr,2020,1.581
AUS,Australia,tfr,2021,1.7
AUS,Australia,tfr,2022,1.63
AUS,Australia,tfr,2023,1.499
AUS,Australia,tfr,2024,1.481
AUS,Australia,lfp_ratio,1990,69.0722057891401
AUS,Australia,lfp_ratio,1991,69.5825421870403
AUS,Australia,lfp_ratio,1992,70.0084824494082
AUS,Australia,lfp_ratio,1993,70.25090578481
AUS,Australia,lfp_ratio,1994,71.4169491525424
AUS,Australia,lfp_ratio,1995,72.5896974696726
AUS,Australia,lfp_ratio,1996,73.0717570922708
AUS,Australia,lfp_ratio,1997,73.3711629178916
AUS,Australia,lfp_ratio,1998,73.7652244359921
AUS,Australia,lfp_ratio,1999,74.233171216978
AUS,Australia,lfp_ratio,2000,75.6230615861763
AUS,Australia,lfp_ratio,2001,76.6083333333333
AUS,Australia,lfp_ratio,2002,76.9642534377042
AUS,Australia,lfp_ratio,2003,78.1627640869638
AUS,Australia,lfp_ratio,2004,77.8716334138475
AUS,Australia,lfp_ratio,2005,79.0182281566846
AUS,Australia,lfp_ratio,2006,79.6101202820407
AUS,Australia,lfp_ratio,2007,80.064729376119
AUS,Australia,lfp_ratio,2008,80.6093535075653
AUS,Australia,lfp_ratio,2009,81.2392046318175
AUS,Australia,lfp_ratio,2010,80.9972115623533
AUS,Australia,lfp_ratio,2011,81.5608824424945
AUS,Australia,lfp_ratio,2012,81.9252781529807
AUS,Australia,lfp_ratio,2013,82.1857816457024
AUS,Australia,lfp_ratio,2014,82.6374616402489
AUS,Australia,lfp_ratio,2015,83.1052602000674
AUS,Australia,lfp_ratio,2016,83.9924750346545
AUS,Australia,lfp_ratio,2017,84.5827859473662
AUS,Australia,lfp_ratio,2018,85.2187113460025
AUS,Australia,lfp_ratio,2019,85.5878723284905
AUS,Australia,lfp_ratio,2020,85.8129512828562
AUS,Australia,lfp_ratio,2021,86.7314280880342
AUS,Australia,lfp_ratio,2022,87.5759867776004
AUS,Australia,lfp_ratio,2023,87.3820030162543
AUS,Australia,lfp_ratio,2024,88.3372345525818
AUS,Australia,lfp_ratio,2025,88.4388484119686
AUS,Australia,tertiary_gpi,2015,1.30043005943298
AUS,Australia,tertiary_gpi,2016,1.2977499961853
AUS,Australia,tertiary_gpi,2017,1.29990994930267
AUS,Australia,tertiary_gpi,2018,1.27081000804901
AUS,Australia,tertiary_gpi,2019,1.27968001365662
AUS,Australia,tertiary_gpi,2020,1.29891002178192
AUS,Australia,tertiary_gpi,2021,1.32912003993988
AUS,Australia,tertiary_gpi,2022,1.3323700428009
AUS,Australia,tertiary_gpi,2023,1.31589996814728
AUS,Australia,tertiary_gpi,2024,1.31058001518249
AUS,Australia,gdp_pc,1990,36267.7410592234
AUS,Australia,gdp_pc,1991,35670.6678637309
AUS,Australia,gdp_pc,1992,35426.2848289008
AUS,Australia,gdp_pc,1993,36533.1468283451
AUS,Australia,gdp_pc,1994,37622.6524772939
AUS,Australia,gdp_pc,1995,38653.3366778657
AUS,Australia,gdp_pc,1996,39663.1617728168
AUS,Australia,gdp_pc,1997,40773.5660516518
AUS,Australia,gdp_pc,1998,42257.1718122395
AUS,Australia,gdp_pc,1999,43899.073794405
AUS,Australia,gdp_pc,2000,45099.0752097084
AUS,Australia,gdp_pc,2001,45428.2000837579
AUS,Australia,gdp_pc,2002,46688.3947760633
AUS,Australia,gdp_pc,2003,47581.2285345879
AUS,Australia,gdp_pc,2004,49061.2761503925
AUS,Australia,gdp_pc,2005,49997.0664953941
AUS,Australia,gdp_pc,2006,50693.7248649798
AUS,Australia,gdp_pc,2007,51663.2403953881
AUS,Australia,gdp_pc,2008,52473.3819160773
AUS,Australia,gdp_pc,2009,52407.9115378584
AUS,Australia,gdp_pc,2010,52739.2681556133
AUS,Australia,gdp_pc,2011,53257.0473237603
AUS,Australia,gdp_pc,2012,54403.8836902433
AUS,Australia,gdp_pc,2013,54895.0052588984
AUS,Australia,gdp_pc,2014,55489.068844146
AUS,Australia,gdp_pc,2015,55879.9958817103
AUS,Australia,gdp_pc,2016,56529.951824687
AUS,Australia,gdp_pc,2017,56881.8569859104
AUS,Australia,gdp_pc,2018,57647.8455068105
AUS,Australia,gdp_pc,2019,58048.6188420831
AUS,Australia,gdp_pc,2020,57260.4650530108
AUS,Australia,gdp_pc,2021,58327.4146842325
AUS,Australia,gdp_pc,2022,60029.1329190733
AUS,Australia,gdp_pc,2023,60684.9596204883
AUS,Australia,gdp_pc,2024,60309.5831772339
AUS,Australia,gdp_pc,2025,60194.0633547961
AUT,Austria,tfr,1960,2.69
AUT,Austria,tfr,1961,2.78
AUT,Austria,tfr,1962,2.8
AUT,Austria,tfr,1963,2.82
AUT,Austria,tfr,1964,2.79
AUT,Austria,tfr,1965,2.7
AUT,Austria,tfr,1966,2.66
AUT,Austria,tfr,1967,2.62
AUT,Austria,tfr,1968,2.58
AUT,Austria,tfr,1969,2.49
AUT,Austria,tfr,1970,2.29
AUT,Austria,tfr,1971,2.2
AUT,Austria,tfr,1972,2.08
AUT,Austria,tfr,1973,1.94
AUT,Austria,tfr,1974,1.91
AUT,Austria,tfr,1975,1.83
AUT,Austria,tfr,1976,1.69
AUT,Austria,tfr,1977,1.63
AUT,Austria,tfr,1978,1.6
AUT,Austria,tfr,1979,1.6
AUT,Austria,tfr,1980,1.65
AUT,Austria,tfr,1981,1.67
AUT,Austria,tfr,1982,1.66
AUT,Austria,tfr,1983,1.56
AUT,Austria,tfr,1984,1.52
AUT,Austria,tfr,1985,1.47
AUT,Austria,tfr,1986,1.45
AUT,Austria,tfr,1987,1.43
AUT,Austria,tfr,1988,1.45
AUT,Austria,tfr,1989,1.45
AUT,Austria,tfr,1990,1.46
AUT,Austria,tfr,1991,1.51
AUT,Austria,tfr,1992,1.51
AUT,Austria,tfr,1993,1.5
AUT,Austria,tfr,1994,1.47
AUT,Austria,tfr,1995,1.42
AUT,Austria,tfr,1996,1.45
AUT,Austria,tfr,1997,1.39
AUT,Austria,tfr,1998,1.37
AUT,Austria,tfr,1999,1.34
AUT,Austria,tfr,2000,1.36
AUT,Austria,tfr,2001,1.33
AUT,Austria,tfr,2002,1.39
AUT,Austria,tfr,2003,1.38
AUT,Austria,tfr,2004,1.42
AUT,Austria,tfr,2005,1.41
AUT,Austria,tfr,2006,1.41
AUT,Austria,tfr,2007,1.38
AUT,Austria,tfr,2008,1.42
AUT,Austria,tfr,2009,1.39
AUT,Austria,tfr,2010,1.44
AUT,Austria,tfr,2011,1.43
AUT,Austria,tfr,2012,1.44
AUT,Austria,tfr,2013,1.44
AUT,Austria,tfr,2014,1.46
AUT,Austria,tfr,2015,1.49
AUT,Austria,tfr,2016,1.53
AUT,Austria,tfr,2017,1.52
AUT,Austria,tfr,2018,1.47
AUT,Austria,tfr,2019,1.46
AUT,Austria,tfr,2020,1.44
AUT,Austria,tfr,2021,1.48
AUT,Austria,tfr,2022,1.41
AUT,Austria,tfr,2023,1.32
AUT,Austria,tfr,2024,1.31
AUT,Austria,lfp_ratio,1990,61.7810654280635
AUT,Austria,lfp_ratio,1991,62.387615957462
AUT,Austria,lfp_ratio,1992,64.2264484489051
AUT,Austria,lfp_ratio,1993,65.2454189417112
AUT,Austria,lfp_ratio,1994,68.3729589154007
AUT,Austria,lfp_ratio,1995,69.5080189486901
AUT,Austria,lfp_ratio,1996,69.4169590979693
AUT,Austria,lfp_ratio,1997,70.0374477473293
AUT,Austria,lfp_ratio,1998,70.8316406476699
AUT,Austria,lfp_ratio,1999,70.9396264659042
AUT,Austria,lfp_ratio,2000,71.2637826200797
AUT,Austria,lfp_ratio,2001,72.1365931437683
AUT,Austria,lfp_ratio,2002,73.721597176263
AUT,Austria,lfp_ratio,2003,73.9401789919925
AUT,Austria,lfp_ratio,2004,76.0232053092776
AUT,Austria,lfp_ratio,2005,77.2687224669604
AUT,Austria,lfp_ratio,2006,77.9471590823163
AUT,Austria,lfp_ratio,2007,78.1776119402985
AUT,Austria,lfp_ratio,2008,78.9723674383869
AUT,Austria,lfp_ratio,2009,80.1818127358773
AUT,Austria,lfp_ratio,2010,80.605805637358
AUT,Austria,lfp_ratio,2011,81.3604826546003
AUT,Austria,lfp_ratio,2012,82.0402320500264
AUT,Austria,lfp_ratio,2013,82.41097788757
AUT,Austria,lfp_ratio,2014,83.0736791007418
AUT,Austria,lfp_ratio,2015,83.1619342312826
AUT,Austria,lfp_ratio,2016,83.4599957779185
AUT,Austria,lfp_ratio,2017,83.556246603466
AUT,Austria,lfp_ratio,2018,83.1198824270418
AUT,Austria,lfp_ratio,2019,83.4245010819909
AUT,Austria,lfp_ratio,2020,83.9908745247148
AUT,Austria,lfp_ratio,2021,83.655764464059
AUT,Austria,lfp_ratio,2022,83.9623068224651
AUT,Austria,lfp_ratio,2023,84.3973990624527
AUT,Austria,lfp_ratio,2024,84.1529722669421
AUT,Austria,lfp_ratio,2025,84.1649087407136
AUT,Austria,tertiary_gpi,2013,1.16927003860474
AUT,Austria,tertiary_gpi,2014,1.16376996040344
AUT,Austria,tertiary_gpi,2015,1.16585004329681
AUT,Austria,tertiary_gpi,2016,1.17218995094299
AUT,Austria,tertiary_gpi,2017,1.17297005653381
AUT,Austria,tertiary_gpi,2018,1.17596995830536
AUT,Austria,tertiary_gpi,2019,1.18473994731903
AUT,Austria,tertiary_gpi,2020,1.19034004211426
AUT,Austria,tertiary_gpi,2021,1.20816004276276
AUT,Austria,tertiary_gpi,2022,1.22107994556427
AUT,Austria,tertiary_gpi,2023,1.22890996932983
AUT,Austria,tertiary_gpi,2024,1.23399996757507
AUT,Austria,gdp_pc,1990,43258.1144095785
AUT,Austria,gdp_pc,1991,44302.3593080223
AUT,Austria,gdp_pc,1992,44734.7911157679
AUT,Austria,gdp_pc,1993,44601.1442274518
AUT,Austria,gdp_pc,1994,45497.074754296
AUT,Austria,gdp_pc,1995,46639.4667421613
AUT,Austria,gdp_pc,1996,47608.5642962955
AUT,Austria,gdp_pc,1997,48575.090714407
AUT,Austria,gdp_pc,1998,50216.6282284105
AUT,Austria,gdp_pc,1999,52004.459782806
AUT,Austria,gdp_pc,2000,53534.2669894259
AUT,Austria,gdp_pc,2001,54032.075746659
AUT,Austria,gdp_pc,2002,54565.0004227482
AUT,Austria,gdp_pc,2003,54919.7101911513
AUT,Austria,gdp_pc,2004,55980.1531665622
AUT,Austria,gdp_pc,2005,56890.1996184204
AUT,Austria,gdp_pc,2006,58460.1550504163
AUT,Austria,gdp_pc,2007,60470.825141587
AUT,Austria,gdp_pc,2008,61157.9014974191
AUT,Austria,gdp_pc,2009,58810.3596828696
AUT,Austria,gdp_pc,2010,59730.4673903053
AUT,Austria,gdp_pc,2011,61272.1724662899
AUT,Austria,gdp_pc,2012,61376.6345930428
AUT,Austria,gdp_pc,2013,60862.9693673785
AUT,Austria,gdp_pc,2014,60845.5743980711
AUT,Austria,gdp_pc,2015,60951.6037273662
AUT,Austria,gdp_pc,2016,61572.6257402404
AUT,Austria,gdp_pc,2017,62535.8105711345
AUT,Austria,gdp_pc,2018,63777.9362157476
AUT,Austria,gdp_pc,2019,64609.2836396895
AUT,Austria,gdp_pc,2020,60276.3307697326
AUT,Austria,gdp_pc,2021,62968.8538770186
AUT,Austria,gdp_pc,2022,65694.4591501468
AUT,Austria,gdp_pc,2023,64536.2076307547
AUT,Austria,gdp_pc,2024,63787.9891749462
AUT,Austria,gdp_pc,2025,63970.4008534859
BEL,Belgium,tfr,1960,2.54
BEL,Belgium,tfr,1961,2.63
BEL,Belgium,tfr,1962,2.59
BEL,Belgium,tfr,1963,2.68
BEL,Belgium,tfr,1964,2.71
BEL,Belgium,tfr,1965,2.61
BEL,Belgium,tfr,1966,2.52
BEL,Belgium,tfr,1967,2.41
BEL,Belgium,tfr,1968,2.31
BEL,Belgium,tfr,1969,2.27
BEL,Belgium,tfr,1970,2.25
BEL,Belgium,tfr,1971,2.21
BEL,Belgium,tfr,1972,2.09
BEL,Belgium,tfr,1973,1.95
BEL,Belgium,tfr,1974,1.83
BEL,Belgium,tfr,1975,1.74
BEL,Belgium,tfr,1976,1.73
BEL,Belgium,tfr,1977,1.71
BEL,Belgium,tfr,1978,1.69
BEL,Belgium,tfr,1979,1.69
BEL,Belgium,tfr,1980,1.68
BEL,Belgium,tfr,1981,1.66
BEL,Belgium,tfr,1982,1.61
BEL,Belgium,tfr,1983,1.57
BEL,Belgium,tfr,1984,1.54
BEL,Belgium,tfr,1985,1.51
BEL,Belgium,tfr,1986,1.54
BEL,Belgium,tfr,1987,1.54
BEL,Belgium,tfr,1988,1.57
BEL,Belgium,tfr,1989,1.58
BEL,Belgium,tfr,1990,1.62
BEL,Belgium,tfr,1991,1.66
BEL,Belgium,tfr,1992,1.65
BEL,Belgium,tfr,1993,1.61
BEL,Belgium,tfr,1994,1.56
BEL,Belgium,tfr,1995,1.56
BEL,Belgium,tfr,1996,1.59
BEL,Belgium,tfr,1997,1.6
BEL,Belgium,tfr,1998,1.6
BEL,Belgium,tfr,1999,1.62
BEL,Belgium,tfr,2000,1.67
BEL,Belgium,tfr,2001,1.67
BEL,Belgium,tfr,2002,1.65
BEL,Belgium,tfr,2003,1.67
BEL,Belgium,tfr,2004,1.72
BEL,Belgium,tfr,2005,1.76
BEL,Belgium,tfr,2006,1.8
BEL,Belgium,tfr,2007,1.82
BEL,Belgium,tfr,2008,1.85
BEL,Belgium,tfr,2009,1.84
BEL,Belgium,tfr,2010,1.86
BEL,Belgium,tfr,2011,1.81
BEL,Belgium,tfr,2012,1.8
BEL,Belgium,tfr,2013,1.76
BEL,Belgium,tfr,2014,1.74
BEL,Belgium,tfr,2015,1.7
BEL,Belgium,tfr,2016,1.68
BEL,Belgium,tfr,2017,1.65
BEL,Belgium,tfr,2018,1.62
BEL,Belgium,tfr,2019,1.6
BEL,Belgium,tfr,2020,1.55
BEL,Belgium,tfr,2021,1.6
BEL,Belgium,tfr,2022,1.53
BEL,Belgium,tfr,2023,1.47
BEL,Belgium,tfr,2024,1.44
BEL,Belgium,lfp_ratio,1990,59.9030641583833
BEL,Belgium,lfp_ratio,1991,61.9115269681086
BEL,Belgium,lfp_ratio,1992,63.5289296836584
BEL,Belgium,lfp_ratio,1993,65.2657867751646
BEL,Belgium,lfp_ratio,1994,65.5426420036012
BEL,Belgium,lfp_ratio,1995,66.1387434554974
BEL,Belgium,lfp_ratio,1996,66.5102081008337
BEL,Belgium,lfp_ratio,1997,67.5654281897788
BEL,Belgium,lfp_ratio,1998,68.5953961491463
BEL,Belgium,lfp_ratio,1999,70.5373636972976
BEL,Belgium,lfp_ratio,2000,70.9930497908427
BEL,Belgium,lfp_ratio,2001,69.2055447905798
BEL,Belgium,lfp_ratio,2002,70.5552327994024
BEL,Belgium,lfp_ratio,2003,71.2806276804415
BEL,Belgium,lfp_ratio,2004,73.4018871685826
BEL,Belgium,lfp_ratio,2005,74.4354654762293
BEL,Belgium,lfp_ratio,2006,75.2941563136791
BEL,Belgium,lfp_ratio,2007,76.1872056514914
BEL,Belgium,lfp_ratio,2008,77.1030494216614
BEL,Belgium,lfp_ratio,2009,77.7489077187872
BEL,Belgium,lfp_ratio,2010,78.4479219691621
BEL,Belgium,lfp_ratio,2011,78.741223671013
BEL,Belgium,lfp_ratio,2012,78.8202453782636
BEL,Belgium,lfp_ratio,2013,80.0294644501364
BEL,Belgium,lfp_ratio,2014,81.1469328567093
BEL,Belgium,lfp_ratio,2015,81.4957424432609
BEL,Belgium,lfp_ratio,2016,81.3496452331932
BEL,Belgium,lfp_ratio,2017,81.3808312128923
BEL,Belgium,lfp_ratio,2018,82.9503512322895
BEL,Belgium,lfp_ratio,2019,83.3452162694371
BEL,Belgium,lfp_ratio,2020,83.4545329811683
BEL,Belgium,lfp_ratio,2021,83.7722721873409
BEL,Belgium,lfp_ratio,2022,84.3332265731672
BEL,Belgium,lfp_ratio,2023,84.2075025346401
BEL,Belgium,lfp_ratio,2024,84.269283955614
BEL,Belgium,lfp_ratio,2025,84.4430119930111
BEL,Belgium,tertiary_gpi,2001,1.13141000270844
BEL,Belgium,tertiary_gpi,2002,1.14286994934082
BEL,Belgium,tertiary_gpi,2003,1.14858996868134
BEL,Belgium,tertiary_gpi,2004,1.16425001621246
BEL,Belgium,tertiary_gpi,2005,1.18326997756958
BEL,Belgium,tertiary_gpi,2006,1.19087994098663
BEL,Belgium,tertiary_gpi,2007,1.19723999500275
BEL,Belgium,tertiary_gpi,2008,1.20142996311188
BEL,Belgium,tertiary_gpi,2009,1.19456005096436
BEL,Belgium,tertiary_gpi,2010,1.20782995223999
BEL,Belgium,tertiary_gpi,2011,1.21293997764587
BEL,Belgium,tertiary_gpi,2012,1.22122001647949
BEL,Belgium,tertiary_gpi,2013,1.23296999931335
BEL,Belgium,tertiary_gpi,2014,1.23636996746063
BEL,Belgium,tertiary_gpi,2015,1.23844003677368
BEL,Belgium,tertiary_gpi,2016,1.24030005931854
BEL,Belgium,tertiary_gpi,2017,1.240110039711
BEL,Belgium,tertiary_gpi,2018,1.2364000082016
BEL,Belgium,tertiary_gpi,2019,1.25319004058838
BEL,Belgium,tertiary_gpi,2020,1.25312995910645
BEL,Belgium,tertiary_gpi,2021,1.26310002803802
BEL,Belgium,tertiary_gpi,2022,1.26654005050659
BEL,Belgium,tertiary_gpi,2023,1.27315998077393
BEL,Belgium,gdp_pc,1990,41640.0583572134
BEL,Belgium,gdp_pc,1991,42246.0760496851
BEL,Belgium,gdp_pc,1992,42719.0486134247
BEL,Belgium,gdp_pc,1993,42143.1960612051
BEL,Belgium,gdp_pc,1994,43369.275944431
BEL,Belgium,gdp_pc,1995,44310.6278688276
BEL,Belgium,gdp_pc,1996,44808.5243580352
BEL,Belgium,gdp_pc,1997,46396.0021283995
BEL,Belgium,gdp_pc,1998,47205.3098527355
BEL,Belgium,gdp_pc,1999,48765.7668571998
BEL,Belgium,gdp_pc,2000,50455.7338920674
BEL,Belgium,gdp_pc,2001,50835.3969916063
BEL,Belgium,gdp_pc,2002,51471.8532550934
BEL,Belgium,gdp_pc,2003,51788.8439641975
BEL,Belgium,gdp_pc,2004,53406.6918625203
BEL,Belgium,gdp_pc,2005,54346.8934219288
BEL,Belgium,gdp_pc,2006,55367.6227467909
BEL,Belgium,gdp_pc,2007,56983.4612170064
BEL,Belgium,gdp_pc,2008,56787.7366257416
BEL,Belgium,gdp_pc,2009,55258.7071019668
BEL,Belgium,gdp_pc,2010,56240.2030936241
BEL,Belgium,gdp_pc,2011,56585.302500068
BEL,Belgium,gdp_pc,2012,56356.8251292137
BEL,Belgium,gdp_pc,2013,56263.175267967
BEL,Belgium,gdp_pc,2014,57002.9092185206
BEL,Belgium,gdp_pc,2015,57509.0245728704
BEL,Belgium,gdp_pc,2016,57901.497690315
BEL,Belgium,gdp_pc,2017,58529.3302957537
BEL,Belgium,gdp_pc,2018,59357.6896884396
BEL,Belgium,gdp_pc,2019,60479.9769955469
BEL,Belgium,gdp_pc,2020,57333.5424137924
BEL,Belgium,gdp_pc,2021,60669.2137746534
BEL,Belgium,gdp_pc,2022,62602.9270469765
BEL,Belgium,gdp_pc,2023,63042.0099876309
BEL,Belgium,gdp_pc,2024,63311.2766917178
BEL,Belgium,gdp_pc,2025,63488.4217622523
CAN,Canada,tfr,1960,3.811
CAN,Canada,tfr,1961,3.753
CAN,Canada,tfr,1962,3.681
CAN,Canada,tfr,1963,3.607
CAN,Canada,tfr,1964,3.456
CAN,Canada,tfr,1965,3.115
CAN,Canada,tfr,1966,2.749
CAN,Canada,tfr,1967,2.528
CAN,Canada,tfr,1968,2.386
CAN,Canada,tfr,1969,2.334
CAN,Canada,tfr,1970,2.258
CAN,Canada,tfr,1971,2.141
CAN,Canada,tfr,1972,1.98
CAN,Canada,tfr,1973,1.89
CAN,Canada,tfr,1974,1.837
CAN,Canada,tfr,1975,1.824
CAN,Canada,tfr,1976,1.796
CAN,Canada,tfr,1977,1.782
CAN,Canada,tfr,1978,1.768
CAN,Canada,tfr,1979,1.754
CAN,Canada,tfr,1980,1.74
CAN,Canada,tfr,1981,1.7
CAN,Canada,tfr,1982,1.69
CAN,Canada,tfr,1983,1.68
CAN,Canada,tfr,1984,1.65
CAN,Canada,tfr,1985,1.67
CAN,Canada,tfr,1986,1.675
CAN,Canada,tfr,1987,1.68
CAN,Canada,tfr,1988,1.68
CAN,Canada,tfr,1989,1.77
CAN,Canada,tfr,1990,1.83
CAN,Canada,tfr,1991,1.72
CAN,Canada,tfr,1992,1.71
CAN,Canada,tfr,1993,1.69
CAN,Canada,tfr,1994,1.69
CAN,Canada,tfr,1995,1.67
CAN,Canada,tfr,1996,1.63
CAN,Canada,tfr,1997,1.57
CAN,Canada,tfr,1998,1.56
CAN,Canada,tfr,1999,1.55
CAN,Canada,tfr,2000,1.51
CAN,Canada,tfr,2001,1.54
CAN,Canada,tfr,2002,1.52
CAN,Canada,tfr,2003,1.55
CAN,Canada,tfr,2004,1.56
CAN,Canada,tfr,2005,1.58
CAN,Canada,tfr,2006,1.63
CAN,Canada,tfr,2007,1.67
CAN,Canada,tfr,2008,1.7
CAN,Canada,tfr,2009,1.69
CAN,Canada,tfr,2010,1.65
CAN,Canada,tfr,2011,1.63
CAN,Canada,tfr,2012,1.63
CAN,Canada,tfr,2013,1.61
CAN,Canada,tfr,2014,1.61
CAN,Canada,tfr,2015,1.6
CAN,Canada,tfr,2016,1.59
CAN,Canada,tfr,2017,1.55
CAN,Canada,tfr,2018,1.51
CAN,Canada,tfr,2019,1.47
CAN,Canada,tfr,2020,1.41
CAN,Canada,tfr,2021,1.44
CAN,Canada,tfr,2022,1.34
CAN,Canada,tfr,2023,1.27
CAN,Canada,tfr,2024,1.25
CAN,Canada,lfp_ratio,1990,76.2062746027358
CAN,Canada,lfp_ratio,1991,77.1723318786617
CAN,Canada,lfp_ratio,1992,77.6125478277387
CAN,Canada,lfp_ratio,1993,77.9130791307913
CAN,Canada,lfp_ratio,1994,77.9286996806426
CAN,Canada,lfp_ratio,1995,78.5671806928981
CAN,Canada,lfp_ratio,1996,78.8691303139761
CAN,Canada,lfp_ratio,1997,79.237688079507
CAN,Canada,lfp_ratio,1998,80.1707001765385
CAN,Canada,lfp_ratio,1999,80.6018723687126
CAN,Canada,lfp_ratio,2000,81.306300063749
CAN,Canada,lfp_ratio,2001,81.8286507110649
CAN,Canada,lfp_ratio,2002,82.603083936344
CAN,Canada,lfp_ratio,2003,83.5128530668523
CAN,Canada,lfp_ratio,2004,83.9432453160951
CAN,Canada,lfp_ratio,2005,83.9416460225709
CAN,Canada,lfp_ratio,2006,84.4260713793579
CAN,Canada,lfp_ratio,2007,85.0508082504888
CAN,Canada,lfp_ratio,2008,85.0111242343505
CAN,Canada,lfp_ratio,2009,85.7390244240333
CAN,Canada,lfp_ratio,2010,86.2185740565249
CAN,Canada,lfp_ratio,2011,85.9675057527369
CAN,Canada,lfp_ratio,2012,86.2946291274079
CAN,Canada,lfp_ratio,2013,86.5709684195785
CAN,Canada,lfp_ratio,2014,86.2307508065993
CAN,Canada,lfp_ratio,2015,85.9420371571143
CAN,Canada,lfp_ratio,2016,86.321356662791
CAN,Canada,lfp_ratio,2017,86.458937950366
CAN,Canada,lfp_ratio,2018,86.7878598069641
CAN,Canada,lfp_ratio,2019,86.913275441285
CAN,Canada,lfp_ratio,2020,86.147663470048
CAN,Canada,lfp_ratio,2021,86.7898601548745
CAN,Canada,lfp_ratio,2022,87.7809251297684
CAN,Canada,lfp_ratio,2023,87.7189961689122
CAN,Canada,lfp_ratio,2024,87.3440414058321
CAN,Canada,lfp_ratio,2025,87.3319117455068
CAN,Canada,tertiary_gpi,2000,1.2537100315094
CAN,Canada,tertiary_gpi,2002,1.26488995552063
CAN,Canada,tertiary_gpi,2007,1.27389001846313
CAN,Canada,tertiary_gpi,2008,1.27309000492096
CAN,Canada,tertiary_gpi,2009,1.27377998828888
CAN,Canada,tertiary_gpi,2010,1.26012003421783
CAN,Canada,tertiary_gpi,2011,1.2537100315094
CAN,Canada,tertiary_gpi,2012,1.2532399892807
CAN,Canada,tertiary_gpi,2013,1.26136994361877
CAN,Canada,tertiary_gpi,2014,1.26943004131317
CAN,Canada,tertiary_gpi,2015,1.27597999572754
CAN,Canada,tertiary_gpi,2016,1.27447998523712
CAN,Canada,tertiary_gpi,2017,1.27453994750977
CAN,Canada,tertiary_gpi,2018,1.27225995063782
CAN,Canada,tertiary_gpi,2019,1.26180005073547
CAN,Canada,tertiary_gpi,2020,1.26171004772186
CAN,Canada,tertiary_gpi,2021,1.27470004558563
CAN,Canada,tertiary_gpi,2022,1.28119003772736
CAN,Canada,tertiary_gpi,2023,1.26879000663757
CAN,Canada,gdp_pc,1990,40475.096436631
CAN,Canada,gdp_pc,1991,39139.2968301857
CAN,Canada,gdp_pc,1992,39023.1668132004
CAN,Canada,gdp_pc,1993,39622.4634110923
CAN,Canada,gdp_pc,1994,40952.1197737093
CAN,Canada,gdp_pc,1995,41617.706919569
CAN,Canada,gdp_pc,1996,41880.535589577
CAN,Canada,gdp_pc,1997,43241.2236471729
CAN,Canada,gdp_pc,1998,44553.2651715658
CAN,Canada,gdp_pc,1999,46464.5274488374
CAN,Canada,gdp_pc,2000,48399.2864445547
CAN,Canada,gdp_pc,2001,48774.1483226516
CAN,Canada,gdp_pc,2002,49694.9870914363
CAN,Canada,gdp_pc,2003,50139.7664579994
CAN,Canada,gdp_pc,2004,51210.6593966138
CAN,Canada,gdp_pc,2005,52356.5371486354
