code,country,indicator,year,value
EST,Estonia,lfp_ratio,1994,74.6898568149525
EST,Estonia,lfp_ratio,1995,74.9326784892076
EST,Estonia,lfp_ratio,1996,75.881677278464
EST,Estonia,lfp_ratio,1997,77.2966813844182
EST,Estonia,lfp_ratio,1998,76.069794628296
EST,Estonia,lfp_ratio,1999,76.9596798102579
EST,Estonia,lfp_ratio,2000,79.0815559098703
EST,Estonia,lfp_ratio,2001,79.7686087370149
EST,Estonia,lfp_ratio,2002,79.6795952782462
EST,Estonia,lfp_ratio,2003,78.6252538166504
EST,Estonia,lfp_ratio,2004,80.888591542871
EST,Estonia,lfp_ratio,2005,82.7257830133259
EST,Estonia,lfp_ratio,2006,81.0198636228876
EST,Estonia,lfp_ratio,2007,79.1406009640037
EST,Estonia,lfp_ratio,2008,79.6858181818182
EST,Estonia,lfp_ratio,2009,80.5221563231247
EST,Estonia,lfp_ratio,2010,82.2330401541058
EST,Estonia,lfp_ratio,2011,81.8595272438256
EST,Estonia,lfp_ratio,2012,81.1833001055471
EST,Estonia,lfp_ratio,2013,81.0441531815186
EST,Estonia,lfp_ratio,2014,79.2824747063612
EST,Estonia,lfp_ratio,2015,80.8466513907823
EST,Estonia,lfp_ratio,2016,80.3399409170698
EST,Estonia,lfp_ratio,2017,80.8389347400664
EST,Estonia,lfp_ratio,2018,81.0175101128681
EST,Estonia,lfp_ratio,2019,82.0725685250125
EST,Estonia,lfp_ratio,2020,81.8418828517813
EST,Estonia,lfp_ratio,2021,83.2857637087009
EST,Estonia,lfp_ratio,2022,84.95267693177
EST,Estonia,lfp_ratio,2023,86.2408001243131
EST,Estonia,lfp_ratio,2024,87.2521649954421
EST,Estonia,lfp_ratio,2025,87.3458514158037
EST,Estonia,tertiary_gpi,2001,1.37590003013611
EST,Estonia,tertiary_gpi,2002,1.4072300195694
EST,Estonia,tertiary_gpi,2003,1.40968000888825
EST,Estonia,tertiary_gpi,2004,1.41277003288269
EST,Estonia,tertiary_gpi,2005,1.40586996078491
EST,Estonia,tertiary_gpi,2006,1.40732002258301
EST,Estonia,tertiary_gpi,2007,1.39696002006531
EST,Estonia,tertiary_gpi,2008,1.4125599861145
EST,Estonia,tertiary_gpi,2009,1.42156994342804
EST,Estonia,tertiary_gpi,2010,1.39988005161285
EST,Estonia,tertiary_gpi,2011,1.36795997619629
EST,Estonia,tertiary_gpi,2012,1.35248994827271
EST,Estonia,tertiary_gpi,2013,1.3359899520874
EST,Estonia,tertiary_gpi,2014,1.33897995948792
EST,Estonia,tertiary_gpi,2015,1.33205997943878
EST,Estonia,tertiary_gpi,2016,1.32819998264313
EST,Estonia,tertiary_gpi,2017,1.3313399553299
EST,Estonia,tertiary_gpi,2018,1.32591998577118
EST,Estonia,tertiary_gpi,2019,1.32676994800568
EST,Estonia,tertiary_gpi,2020,1.33736002445221
EST,Estonia,tertiary_gpi,2021,1.34328997135162
EST,Estonia,tertiary_gpi,2022,1.3450700044632
EST,Estonia,tertiary_gpi,2023,1.33524000644684
EST,Estonia,tertiary_gpi,2024,1.33996999263763
EST,Estonia,gdp_pc,1990,19161.4451588782
EST,Estonia,gdp_pc,1991,17717.3052283857
EST,Estonia,gdp_pc,1992,14223.9075668693
EST,Estonia,gdp_pc,1993,13757.0155625665
EST,Estonia,gdp_pc,1994,13823.5566022429
EST,Estonia,gdp_pc,1995,14709.5998060844
EST,Estonia,gdp_pc,1996,15666.1330451502
EST,Estonia,gdp_pc,1997,17913.7869992626
EST,Estonia,gdp_pc,1998,18871.6196795957
EST,Estonia,gdp_pc,1999,18736.15453395
EST,Estonia,gdp_pc,2000,20526.6606380865
EST,Estonia,gdp_pc,2001,21872.6593953112
EST,Estonia,gdp_pc,2002,23537.7156816601
EST,Estonia,gdp_pc,2003,25485.1613028986
EST,Estonia,gdp_pc,2004,27381.5350626694
EST,Estonia,gdp_pc,2005,30161.1996133966
EST,Estonia,gdp_pc,2006,33301.4945486206
EST,Estonia,gdp_pc,2007,35986.5161332684
EST,Estonia,gdp_pc,2008,34233.7643806167
EST,Estonia,gdp_pc,2009,29281.6798284656
EST,Estonia,gdp_pc,2010,30067.501040775
EST,Estonia,gdp_pc,2011,32453.1008476709
EST,Estonia,gdp_pc,2012,33765.4302075072
EST,Estonia,gdp_pc,2013,34481.0148921506
EST,Estonia,gdp_pc,2014,35720.3025335234
EST,Estonia,gdp_pc,2015,36353.0580520449
EST,Estonia,gdp_pc,2016,37466.5561839318
EST,Estonia,gdp_pc,2017,39529.785973279
EST,Estonia,gdp_pc,2018,40849.8473475564
EST,Estonia,gdp_pc,2019,42215.0343835811
EST,Estonia,gdp_pc,2020,40916.7194113327
EST,Estonia,gdp_pc,2021,44247.4198971873
EST,Estonia,gdp_pc,2022,43124.6196563775
EST,Estonia,gdp_pc,2023,41284.7746875532
EST,Estonia,gdp_pc,2024,41185.8348356109
EST,Estonia,gdp_pc,2025,41604.3226612806
FIN,Finland,tfr,1960,2.72
FIN,Finland,tfr,1961,2.72
FIN,Finland,tfr,1962,2.68
FIN,Finland,tfr,1963,2.68
FIN,Finland,tfr,1964,2.59
FIN,Finland,tfr,1965,2.48
FIN,Finland,tfr,1966,2.41
FIN,Finland,tfr,1967,2.32
FIN,Finland,tfr,1968,2.14
FIN,Finland,tfr,1969,1.93
FIN,Finland,tfr,1970,1.83
FIN,Finland,tfr,1971,1.68
FIN,Finland,tfr,1972,1.58
FIN,Finland,tfr,1973,1.49
FIN,Finland,tfr,1974,1.61
FIN,Finland,tfr,1975,1.68
FIN,Finland,tfr,1976,1.7
FIN,Finland,tfr,1977,1.68
FIN,Finland,tfr,1978,1.64
FIN,Finland,tfr,1979,1.64
FIN,Finland,tfr,1980,1.63
FIN,Finland,tfr,1981,1.64
FIN,Finland,tfr,1982,1.71
FIN,Finland,tfr,1983,1.74
FIN,Finland,tfr,1984,1.69
FIN,Finland,tfr,1985,1.64
FIN,Finland,tfr,1986,1.6
FIN,Finland,tfr,1987,1.59
FIN,Finland,tfr,1988,1.69
FIN,Finland,tfr,1989,1.71
FIN,Finland,tfr,1990,1.78
FIN,Finland,tfr,1991,1.79
FIN,Finland,tfr,1992,1.85
FIN,Finland,tfr,1993,1.81
FIN,Finland,tfr,1994,1.85
FIN,Finland,tfr,1995,1.81
FIN,Finland,tfr,1996,1.78
FIN,Finland,tfr,1997,1.75
FIN,Finland,tfr,1998,1.7
FIN,Finland,tfr,1999,1.73
FIN,Finland,tfr,2000,1.73
FIN,Finland,tfr,2001,1.73
FIN,Finland,tfr,2002,1.72
FIN,Finland,tfr,2003,1.76
FIN,Finland,tfr,2004,1.8
FIN,Finland,tfr,2005,1.8
FIN,Finland,tfr,2006,1.84
FIN,Finland,tfr,2007,1.83
FIN,Finland,tfr,2008,1.85
FIN,Finland,tfr,2009,1.86
FIN,Finland,tfr,2010,1.87
FIN,Finland,tfr,2011,1.83
FIN,Finland,tfr,2012,1.8
FIN,Finland,tfr,2013,1.75
FIN,Finland,tfr,2014,1.71
FIN,Finland,tfr,2015,1.65
FIN,Finland,tfr,2016,1.57
FIN,Finland,tfr,2017,1.49
FIN,Finland,tfr,2018,1.41
FIN,Finland,tfr,2019,1.35
FIN,Finland,tfr,2020,1.37
FIN,Finland,tfr,2021,1.46
FIN,Finland,tfr,2022,1.32
FIN,Finland,tfr,2023,1.26
FIN,Finland,tfr,2024,1.25
FIN,Finland,lfp_ratio,1990,82.122897202807
FIN,Finland,lfp_ratio,1991,82.0301332265996
FIN,Finland,lfp_ratio,1992,82.0400473206853
FIN,Finland,lfp_ratio,1993,82.0335271575895
FIN,Finland,lfp_ratio,1994,81.9484798562229
FIN,Finland,lfp_ratio,1995,83.8006565021321
FIN,Finland,lfp_ratio,1996,84.8827620544258
FIN,Finland,lfp_ratio,1997,83.4382794913914
FIN,Finland,lfp_ratio,1998,83.8685108457226
FIN,Finland,lfp_ratio,1999,85.1430817372375
FIN,Finland,lfp_ratio,2000,84.9517916679182
FIN,Finland,lfp_ratio,2001,85.6538317757009
FIN,Finland,lfp_ratio,2002,86.4210463306596
FIN,Finland,lfp_ratio,2003,86.1050933050455
FIN,Finland,lfp_ratio,2004,86.7259169993221
FIN,Finland,lfp_ratio,2005,87.4357278167003
FIN,Finland,lfp_ratio,2006,87.7842148822511
FIN,Finland,lfp_ratio,2007,88.0104390543445
FIN,Finland,lfp_ratio,2008,87.3126265008903
FIN,Finland,lfp_ratio,2009,88.6997894080025
FIN,Finland,lfp_ratio,2010,87.6174196684806
FIN,Finland,lfp_ratio,2011,86.9422132106371
FIN,Finland,lfp_ratio,2012,87.9708364827412
FIN,Finland,lfp_ratio,2013,88.4361969634274
FIN,Finland,lfp_ratio,2014,88.689473768625
FIN,Finland,lfp_ratio,2015,88.968640107905
FIN,Finland,lfp_ratio,2016,88.2961297575076
FIN,Finland,lfp_ratio,2017,88.0981732601143
FIN,Finland,lfp_ratio,2018,88.281547241598
FIN,Finland,lfp_ratio,2019,88.6181320430381
FIN,Finland,lfp_ratio,2020,88.0531750211455
FIN,Finland,lfp_ratio,2021,87.731379807994
FIN,Finland,lfp_ratio,2022,89.9166261049789
FIN,Finland,lfp_ratio,2023,91.021215959468
FIN,Finland,lfp_ratio,2024,89.7341293091162
FIN,Finland,lfp_ratio,2025,89.702753342437
FIN,Finland,tertiary_gpi,2001,1.17823004722595
FIN,Finland,tertiary_gpi,2002,1.18918001651764
FIN,Finland,tertiary_gpi,2003,1.16857004165649
FIN,Finland,tertiary_gpi,2004,1.16614997386932
FIN,Finland,tertiary_gpi,2005,1.17048001289368
FIN,Finland,tertiary_gpi,2006,1.18336999416351
FIN,Finland,tertiary_gpi,2007,1.18623995780945
FIN,Finland,tertiary_gpi,2008,1.19249999523163
FIN,Finland,tertiary_gpi,2009,1.18675005435944
FIN,Finland,tertiary_gpi,2010,1.18181002140045
FIN,Finland,tertiary_gpi,2011,1.18580996990204
FIN,Finland,tertiary_gpi,2012,1.17537999153137
FIN,Finland,tertiary_gpi,2013,1.17451000213623
FIN,Finland,tertiary_gpi,2014,1.17227005958557
FIN,Finland,tertiary_gpi,2015,1.17013001441956
FIN,Finland,tertiary_gpi,2016,1.16276001930237
FIN,Finland,tertiary_gpi,2017,1.15916001796722
FIN,Finland,tertiary_gpi,2018,1.16006004810333
FIN,Finland,tertiary_gpi,2019,1.17170000076294
FIN,Finland,tertiary_gpi,2020,1.19628000259399
FIN,Finland,tertiary_gpi,2021,1.20285999774933
FIN,Finland,tertiary_gpi,2022,1.22125995159149
FIN,Finland,tertiary_gpi,2023,1.23632001876831
FIN,Finland,tertiary_gpi,2024,1.24652004241943
FIN,Finland,gdp_pc,1990,38807.1185244347
FIN,Finland,gdp_pc,1991,36326.0828945358
FIN,Finland,gdp_pc,1992,34926.3833591341
FIN,Finland,gdp_pc,1993,34486.7522555352
FIN,Finland,gdp_pc,1994,35699.7203086225
FIN,Finland,gdp_pc,1995,37069.62898136
FIN,Finland,gdp_pc,1996,38301.5126175582
FIN,Finland,gdp_pc,1997,40630.921767316
FIN,Finland,gdp_pc,1998,42733.4455712897
FIN,Finland,gdp_pc,1999,44505.7114770222
FIN,Finland,gdp_pc,2000,46968.841714507
FIN,Finland,gdp_pc,2001,48099.3014282794
FIN,Finland,gdp_pc,2002,48792.4864789775
FIN,Finland,gdp_pc,2003,49655.5451564067
FIN,Finland,gdp_pc,2004,51494.705860401
FIN,Finland,gdp_pc,2005,52744.048034135
FIN,Finland,gdp_pc,2006,54653.981203281
FIN,Finland,gdp_pc,2007,57313.2916474478
FIN,Finland,gdp_pc,2008,57494.585352886
FIN,Finland,gdp_pc,2009,52599.1487066911
FIN,Finland,gdp_pc,2010,54017.9458623339
FIN,Finland,gdp_pc,2011,55053.3906850323
FIN,Finland,gdp_pc,2012,53957.6680986279
FIN,Finland,gdp_pc,2013,53183.4286685126
FIN,Finland,gdp_pc,2014,52710.7334867778
FIN,Finland,gdp_pc,2015,52782.4873926277
FIN,Finland,gdp_pc,2016,53984.6316254715
FIN,Finland,gdp_pc,2017,55637.2262781223
FIN,Finland,gdp_pc,2018,56226.337241343
FIN,Finland,gdp_pc,2019,56922.4873163103
FIN,Finland,gdp_pc,2020,55424.8574989208
FIN,Finland,gdp_pc,2021,56790.3766177692
FIN,Finland,gdp_pc,2022,57068.3056478074
FIN,Finland,gdp_pc,2023,56051.7701129501
FIN,Finland,gdp_pc,2024,55901.3202296588
FIN,Finland,gdp_pc,2025,55735.2174921326
FRA,France,tfr,1960,2.85
FRA,France,tfr,1961,2.87
FRA,France,tfr,1962,2.89
FRA,France,tfr,1963,2.89
FRA,France,tfr,1964,2.87
FRA,France,tfr,1965,2.84
FRA,France,tfr,1966,2.8
FRA,France,tfr,1967,2.75
FRA,France,tfr,1968,2.69
FRA,France,tfr,1969,2.62
FRA,France,tfr,1970,2.55
FRA,France,tfr,1971,2.47
FRA,France,tfr,1972,2.38
FRA,France,tfr,1973,2.28
FRA,France,tfr,1974,2.18
FRA,France,tfr,1975,2.09
FRA,France,tfr,1976,2.01
FRA,France,tfr,1977,1.94
FRA,France,tfr,1978,1.89
FRA,France,tfr,1979,1.87
FRA,France,tfr,1980,1.85
FRA,France,tfr,1981,1.85
FRA,France,tfr,1982,1.86
FRA,France,tfr,1983,1.86
FRA,France,tfr,1984,1.86
FRA,France,tfr,1985,1.86
FRA,France,tfr,1986,1.85
FRA,France,tfr,1987,1.83
FRA,France,tfr,1988,1.81
FRA,France,tfr,1989,1.79
FRA,France,tfr,1990,1.77
FRA,France,tfr,1991,1.75
FRA,France,tfr,1992,1.74
FRA,France,tfr,1993,1.73
FRA,France,tfr,1994,1.73
FRA,France,tfr,1995,1.74
FRA,France,tfr,1996,1.75
FRA,France,tfr,1997,1.77
FRA,France,tfr,1998,1.78
FRA,France,tfr,1999,1.81
FRA,France,tfr,2000,1.89
FRA,France,tfr,2001,1.9
FRA,France,tfr,2002,1.88
FRA,France,tfr,2003,1.89
FRA,France,tfr,2004,1.92
FRA,France,tfr,2005,1.94
FRA,France,tfr,2006,2.0
FRA,France,tfr,2007,1.98
FRA,France,tfr,2008,2.01
FRA,France,tfr,2009,2.0
FRA,France,tfr,2010,2.03
FRA,France,tfr,2011,2.01
FRA,France,tfr,2012,2.01
FRA,France,tfr,2013,1.99
FRA,France,tfr,2014,2.0
FRA,France,tfr,2015,1.96
FRA,France,tfr,2016,1.92
FRA,France,tfr,2017,1.89
FRA,France,tfr,2018,1.87
FRA,France,tfr,2019,1.86
FRA,France,tfr,2020,1.82
FRA,France,tfr,2021,1.83
FRA,France,tfr,2022,1.78
FRA,France,tfr,2023,1.66
FRA,France,tfr,2024,1.61
FRA,France,lfp_ratio,1990,70.806894447834
FRA,France,lfp_ratio,1991,72.2388941582573
FRA,France,lfp_ratio,1992,72.9936901145127
FRA,France,lfp_ratio,1993,74.206654222027
FRA,France,lfp_ratio,1994,74.9530231015806
FRA,France,lfp_ratio,1995,75.8658472678767
FRA,France,lfp_ratio,1996,76.1864071524646
FRA,France,lfp_ratio,1997,75.9837004966255
FRA,France,lfp_ratio,1998,76.7452257776075
FRA,France,lfp_ratio,1999,77.0781297230221
FRA,France,lfp_ratio,2000,77.4478202591434
FRA,France,lfp_ratio,2001,77.2825409010219
FRA,France,lfp_ratio,2002,77.178113123539
FRA,France,lfp_ratio,2003,79.1772796739684
FRA,France,lfp_ratio,2004,79.0806724297426
FRA,France,lfp_ratio,2005,80.3593467006459
FRA,France,lfp_ratio,2006,80.8319922755069
FRA,France,lfp_ratio,2007,81.618832634634
FRA,France,lfp_ratio,2008,81.7964921330926
FRA,France,lfp_ratio,2009,82.2978613676288
FRA,France,lfp_ratio,2010,82.6144615334854
FRA,France,lfp_ratio,2011,82.8957849049856
FRA,France,lfp_ratio,2012,82.9353636805443
FRA,France,lfp_ratio,2013,83.1922964692151
FRA,France,lfp_ratio,2014,83.6797296632273
FRA,France,lfp_ratio,2015,83.9129862003096
FRA,France,lfp_ratio,2016,84.1570224672594
FRA,France,lfp_ratio,2017,83.9246046218627
FRA,France,lfp_ratio,2018,84.3999667801678
FRA,France,lfp_ratio,2019,84.8348222516468
FRA,France,lfp_ratio,2020,85.0033967391304
FRA,France,lfp_ratio,2021,86.2123692739483
FRA,France,lfp_ratio,2022,86.196752372563
FRA,France,lfp_ratio,2023,86.687739144901
FRA,France,lfp_ratio,2024,86.4381594764258
FRA,France,lfp_ratio,2025,86.448362720403
FRA,France,tertiary_gpi,2001,1.1692099571228
FRA,France,tertiary_gpi,2002,1.18769001960754
FRA,France,tertiary_gpi,2003,1.19310998916626
FRA,France,tertiary_gpi,2004,1.1939799785614
FRA,France,tertiary_gpi,2005,1.20218002796173
FRA,France,tertiary_gpi,2006,1.20964002609253
FRA,France,tertiary_gpi,2007,1.2119300365448
FRA,France,tertiary_gpi,2008,1.20974004268646
FRA,France,tertiary_gpi,2009,1.21283996105194
FRA,France,tertiary_gpi,2010,1.20472002029419
FRA,France,tertiary_gpi,2011,1.20175004005432
FRA,France,tertiary_gpi,2012,1.20361995697022
FRA,France,tertiary_gpi,2013,1.19668996334076
FRA,France,tertiary_gpi,2014,1.19544005393982
FRA,France,tertiary_gpi,2015,1.19532001018524
FRA,France,tertiary_gpi,2016,1.19184005260468
FRA,France,tertiary_gpi,2017,1.19454002380371
FRA,France,tertiary_gpi,2018,1.19896996021271
FRA,France,tertiary_gpi,2019,1.20405995845795
FRA,France,tertiary_gpi,2020,1.22032999992371
FRA,France,tertiary_gpi,2021,1.22686994075775
FRA,France,tertiary_gpi,2022,1.23812997341156
FRA,France,tertiary_gpi,2023,1.24346005916596
FRA,France,tertiary_gpi,2024,1.24828994274139
FRA,France,gdp_pc,1990,38655.8856842914
FRA,France,gdp_pc,1991,38937.9522513749
FRA,France,gdp_pc,1992,39331.9041920718
FRA,France,gdp_pc,1993,39020.6141584284
FRA,France,gdp_pc,1994,39801.3888979817
FRA,France,gdp_pc,1995,40570.7169560557
FRA,France,gdp_pc,1996,40990.7395148125
FRA,France,gdp_pc,1997,41876.9330265158
FRA,France,gdp_pc,1998,43162.5423856938
FRA,France,gdp_pc,1999,44400.1357889191
FRA,France,gdp_pc,2000,45922.4789363701
FRA,France,gdp_pc,2001,46454.8706927365
FRA,France,gdp_pc,2002,46610.7820717214
FRA,France,gdp_pc,2003,46730.975806379
FRA,France,gdp_pc,2004,47720.4413351103
FRA,France,gdp_pc,2005,48257.4650937971
FRA,France,gdp_pc,2006,49223.247197008
FRA,France,gdp_pc,2007,50157.7837477634
FRA,France,gdp_pc,2008,50068.2969141379
FRA,France,gdp_pc,2009,48404.9657826363
FRA,France,gdp_pc,2010,49130.422942344
FRA,France,gdp_pc,2011,50085.6829779109
FRA,France,gdp_pc,2012,49935.6269081617
FRA,France,gdp_pc,2013,50066.5304324783
FRA,France,gdp_pc,2014,50326.567863089
FRA,France,gdp_pc,2015,50682.8953586333
FRA,France,gdp_pc,2016,50984.075297832
FRA,France,gdp_pc,2017,51895.5662985838
FRA,France,gdp_pc,2018,52560.9536243841
FRA,France,gdp_pc,2019,53448.5548849943
FRA,France,gdp_pc,2020,49311.333409639
FRA,France,gdp_pc,2021,52517.3354905855
FRA,France,gdp_pc,2022,53673.8137406422
FRA,France,gdp_pc,2023,54296.7230897731
FRA,France,gdp_pc,2024,54799.3482689389
FRA,France,gdp_pc,2025,55124.5392564395
DEU,Germany,tfr,1960,2.37
DEU,Germany,tfr,1961,2.45
DEU,Germany,tfr,1962,2.44
DEU,Germany,tfr,1963,2.51
DEU,Germany,tfr,1964,2.54
DEU,Germany,tfr,1965,2.5
DEU,Germany,tfr,1966,2.53
DEU,Germany,tfr,1967,2.48
DEU,Germany,tfr,1968,2.38
DEU,Germany,tfr,1969,2.21
DEU,Germany,tfr,1970,2.03
DEU,Germany,tfr,1971,1.92
DEU,Germany,tfr,1972,1.71
DEU,Germany,tfr,1973,1.54
DEU,Germany,tfr,1974,1.51
DEU,Germany,tfr,1975,1.45
DEU,Germany,tfr,1976,1.45
DEU,Germany,tfr,1977,1.4
DEU,Germany,tfr,1978,1.38
DEU,Germany,tfr,1979,1.38
DEU,Germany,tfr,1980,1.44
DEU,Germany,tfr,1981,1.43
DEU,Germany,tfr,1982,1.41
DEU,Germany,tfr,1983,1.33
DEU,Germany,tfr,1984,1.29
DEU,Germany,tfr,1985,1.37
DEU,Germany,tfr,1986,1.43
DEU,Germany,tfr,1987,1.43
DEU,Germany,tfr,1988,1.46
DEU,Germany,tfr,1989,1.42
DEU,Germany,tfr,1990,1.45
DEU,Germany,tfr,1991,1.33
DEU,Germany,tfr,1992,1.29
DEU,Germany,tfr,1993,1.28
DEU,Germany,tfr,1994,1.24
DEU,Germany,tfr,1995,1.25
DEU,Germany,tfr,1996,1.3
DEU,Germany,tfr,1997,1.35
DEU,Germany,tfr,1998,1.36
DEU,Germany,tfr,1999,1.36
DEU,Germany,tfr,2000,1.38
DEU,Germany,tfr,2001,1.35
DEU,Germany,tfr,2002,1.34
DEU,Germany,tfr,2003,1.34
DEU,Germany,tfr,2004,1.36
DEU,Germany,tfr,2005,1.34
DEU,Germany,tfr,2006,1.33
DEU,Germany,tfr,2007,1.37
DEU,Germany,tfr,2008,1.38
DEU,Germany,tfr,2009,1.36
DEU,Germany,tfr,2010,1.39
DEU,Germany,tfr,2011,1.39
DEU,Germany,tfr,2012,1.41
DEU,Germany,tfr,2013,1.42
DEU,Germany,tfr,2014,1.47
DEU,Germany,tfr,2015,1.5
DEU,Germany,tfr,2016,1.6
DEU,Germany,tfr,2017,1.57
DEU,Germany,tfr,2018,1.57
DEU,Germany,tfr,2019,1.54
DEU,Germany,tfr,2020,1.53
DEU,Germany,tfr,2021,1.58
DEU,Germany,tfr,2022,1.455
DEU,Germany,tfr,2023,1.39
DEU,Germany,tfr,2024,1.36
DEU,Germany,lfp_ratio,1990,62.3591782637508
DEU,Germany,lfp_ratio,1991,66.2060197341146
DEU,Germany,lfp_ratio,1992,67.0668761220826
DEU,Germany,lfp_ratio,1993,67.3199370364593
DEU,Germany,lfp_ratio,1994,68.3135189008329
DEU,Germany,lfp_ratio,1995,68.8437293111885
DEU,Germany,lfp_ratio,1996,69.4129763130793
DEU,Germany,lfp_ratio,1997,70.1980025548717
DEU,Germany,lfp_ratio,1998,70.788729107721
DEU,Germany,lfp_ratio,1999,71.80875980794
DEU,Germany,lfp_ratio,2000,72.4298996349016
DEU,Germany,lfp_ratio,2001,73.5512430692184
DEU,Germany,lfp_ratio,2002,74.4343857436683
DEU,Germany,lfp_ratio,2003,75.4012550534001
DEU,Germany,lfp_ratio,2004,75.6566839551615
DEU,Germany,lfp_ratio,2005,76.1754496686652
DEU,Germany,lfp_ratio,2006,77.5261376231988
DEU,Germany,lfp_ratio,2007,78.6508390828839
DEU,Germany,lfp_ratio,2008,78.0176746837912
DEU,Germany,lfp_ratio,2009,79.4348508634223
DEU,Germany,lfp_ratio,2010,78.907599633463
DEU,Germany,lfp_ratio,2011,80.8751562241195
DEU,Germany,lfp_ratio,2012,80.5691471797796
DEU,Germany,lfp_ratio,2013,81.2442845363916
DEU,Germany,lfp_ratio,2014,81.7862398270218
DEU,Germany,lfp_ratio,2015,82.1639324469129
DEU,Germany,lfp_ratio,2016,82.747791952895
DEU,Germany,lfp_ratio,2017,83.0454100459372
DEU,Germany,lfp_ratio,2018,82.7453390084527
DEU,Germany,lfp_ratio,2019,83.0003426749505
DEU,Germany,lfp_ratio,2020,83.4425956486851
DEU,Germany,lfp_ratio,2021,83.3858745074265
DEU,Germany,lfp_ratio,2022,83.7210003467145
DEU,Germany,lfp_ratio,2023,83.9678695527911
DEU,Germany,lfp_ratio,2024,83.7403270000903
DEU,Germany,lfp_ratio,2025,83.701214158113
DEU,Germany,tertiary_gpi,2013,0.931500017642975
DEU,Germany,tertiary_gpi,2014,0.946879982948303
DEU,Germany,tertiary_gpi,2015,0.976199984550476
DEU,Germany,tertiary_gpi,2016,1.02540004253387
DEU,Germany,tertiary_gpi,2017,1.04077994823456
DEU,Germany,tertiary_gpi,2018,1.05297005176544
DEU,Germany,tertiary_gpi,2019,1.03829002380371
DEU,Germany,tertiary_gpi,2020,1.06132996082306
DEU,Germany,tertiary_gpi,2021,1.07568001747131
DEU,Germany,tertiary_gpi,2022,1.08142995834351
DEU,Germany,tertiary_gpi,2023,1.08463001251221
DEU,Germany,tertiary_gpi,2024,1.09973001480102
DEU,Germany,gdp_pc,1990,42355.2860956177
DEU,Germany,gdp_pc,1991,44195.7164731544
DEU,Germany,gdp_pc,1992,44744.1399691155
DEU,Germany,gdp_pc,1993,44018.4380932542
DEU,Germany,gdp_pc,1994,45005.1589836478
DEU,Germany,gdp_pc,1995,45548.4181139802
DEU,Germany,gdp_pc,1996,45888.1269604813
DEU,Germany,gdp_pc,1997,46670.7053500672
DEU,Germany,gdp_pc,1998,47641.5271845024
DEU,Germany,gdp_pc,1999,48624.6484373602
DEU,Germany,gdp_pc,2000,49955.6461286496
DEU,Germany,gdp_pc,2001,50687.6500447924
DEU,Germany,gdp_pc,2002,50486.998248551
DEU,Germany,gdp_pc,2003,50191.7219389611
DEU,Germany,gdp_pc,2004,50786.0176463275
DEU,Germany,gdp_pc,2005,51264.8193748941
DEU,Germany,gdp_pc,2006,53307.1623767517
DEU,Germany,gdp_pc,2007,54920.6589299724
DEU,Germany,gdp_pc,2008,55513.7558858315
DEU,Germany,gdp_pc,2009,52568.797424995
DEU,Germany,gdp_pc,2010,54826.255453315
DEU,Germany,gdp_pc,2011,57950.9589729677
DEU,Germany,gdp_pc,2012,58110.3768512245
DEU,Germany,gdp_pc,2013,58182.0766176953
DEU,Germany,gdp_pc,2014,59203.2340879963
DEU,Germany,gdp_pc,2015,59668.9890355282
DEU,Germany,gdp_pc,2016,60504.5857417161
DEU,Germany,gdp_pc,2017,61965.4342904965
DEU,Germany,gdp_pc,2018,62481.1183971045
DEU,Germany,gdp_pc,2019,62949.8932511855
DEU,Germany,gdp_pc,2020,60299.5767710809
DEU,Germany,gdp_pc,2021,62630.7748127737
DEU,Germany,gdp_pc,2022,63777.9291029299
DEU,Germany,gdp_pc,2023,63140.1949099669
DEU,Germany,gdp_pc,2024,62654.602264023
DEU,Germany,gdp_pc,2025,62823.7736648822
GRC,Greece,tfr,1960,2.23
GRC,Greece,tfr,1961,2.13
GRC,Greece,tfr,1962,2.16
GRC,Greece,tfr,1963,2.14
GRC,Greece,tfr,1964,2.24
GRC,Greece,tfr,1965,2.25
GRC,Greece,tfr,1966,2.32
GRC,Greece,tfr,1967,2.45
GRC,Greece,tfr,1968,2.42
GRC,Greece,tfr,1969,2.36
GRC,Greece,tfr,1970,2.4
GRC,Greece,tfr,1971,2.32
GRC,Greece,tfr,1972,2.32
GRC,Greece,tfr,1973,2.27
GRC,Greece,tfr,1974,2.38
GRC,Greece,tfr,1975,2.33
GRC,Greece,tfr,1976,2.35
GRC,Greece,tfr,1977,2.27
GRC,Greece,tfr,1978,2.28
GRC,Greece,tfr,1979,2.26
GRC,Greece,tfr,1980,2.23
GRC,Greece,tfr,1981,2.09
GRC,Greece,tfr,1982,2.03
GRC,Greece,tfr,1983,1.94
GRC,Greece,tfr,1984,1.83
GRC,Greece,tfr,1985,1.67
GRC,Greece,tfr,1986,1.6
GRC,Greece,tfr,1987,1.5
GRC,Greece,tfr,1988,1.5
GRC,Greece,tfr,1989,1.4
GRC,Greece,tfr,1990,1.39
GRC,Greece,tfr,1991,1.37
GRC,Greece,tfr,1992,1.36
GRC,Greece,tfr,1993,1.32
GRC,Greece,tfr,1994,1.33
GRC,Greece,tfr,1995,1.28
GRC,Greece,tfr,1996,1.26
GRC,Greece,tfr,1997,1.27
GRC,Greece,tfr,1998,1.24
GRC,Greece,tfr,1999,1.23
